"","state","numcol","yieldpercol","totalprod","stocks","priceperlb","prodvalue","year","yieldpercol_kg","price_per_kg","totalprod_kg","StateName","Region","FIPS","nCLOTHIANIDIN","nIMIDACLOPRID","nTHIAMETHOXAM","nACETAMIPRID","nTHIACLOPRID","nAllNeonic","nAllNeonic_kg"
"849","IA",70000,59,4130000,909000,0.57,2354000,1991,26.7619532513673,1.2566347338,1873336.72759571,"Iowa","Midwest",19,NA,NA,NA,NA,NA,NA,NA
"850","IA",24000,62,1488000,580000,1.58,2351000,2008,28.1227305353351,3.4833032972,674945.532848043,"Iowa","Midwest",19,95696,16994.9,37337.2,0.9,0,150029,68052.0183788031
"851","IA",25000,62,1550000,961000,1.96,3038000,2011,28.1227305353351,4.3210597864,703068.263383378,"Iowa","Midwest",19,129359.2,36744.7,56816.9,10.3,0,222931.1,101119.85892332
"852","IA",26000,42,1092000,339000,1.6,1747000,2009,19.0508819755496,3.527395744,495322.93136429,"Iowa","Midwest",19,87469.4,17994.1,52617.1,7.5,0,158088.1,71707.5651152115
"853","IA",26000,81,2106000,1221000,1.31,2759000,2007,36.7409866671314,2.8880552654,955265.653345416,"Iowa","Midwest",19,55855.6,6057.1,31059.7,7.9,0,92980.3,42175.1600321713
"854","IA",26000,84,2184000,1441000,1.37,2992000,2006,38.1017639510992,3.0203326058,990645.86272858,"Iowa","Midwest",19,48965.9,4205.2,18630.3,8.4,0,71809.8,32572.3815354243
"855","IA",27000,49,1323000,463000,1.92,2540000,2010,22.2260289714745,4.2328748928,600102.782229813,"Iowa","Midwest",19,61314.3,75558.9,48152.2,5.8,0,185031.2,83928.7512617694
"856","IA",28000,88,2464000,1232000,1.21,2981000,2005,39.9161336630563,2.6675930314,1117651.74256558,"Iowa","Midwest",19,39662.1,5884.9,8273.3,9.1,0,53829.4,24416.608243206
"857","IA",30000,67,2010000,1206000,0.68,1367000,2000,30.3906926752815,1.4991431912,911720.780258446,"Iowa","Midwest",19,0,61.4,0,0,0,61.4,27.8505750785416
"858","IA",32000,59,1888000,868000,1.42,2681000,2003,26.7619532513673,3.1305637228,856382.504043754,"Iowa","Midwest",19,0,79.4,4.4,9.2,0,93,42.1840958030027
"859","IA",33000,51,1683000,875000,0.75,1262000,2001,23.1332138274531,1.653466755,763396.056305952,"Iowa","Midwest",19,0,57.6,0.6,0,0,58.2,26.3990793089759
"860","IA",33000,70,2310000,901000,1.43,3303000,2002,31.7514699592493,3.1526099462,1047798.50865523,"Iowa","Midwest",19,0,102.5,3.3,0,0,105.8,47.9900788812654
"861","IA",35000,43,1505000,933000,2.41,3627000,2014,19.5044744035389,5.3131398394,682656.604123861,"Iowa","Midwest",19,256886.6,53938,64834.6,11.9,0,375671.1,170401.566374402
"862","IA",35000,58,2030000,1035000,2.22,4507000,2017,26.308360823378,4.8942615948,920792.628818231,"Iowa","Midwest",19,NA,NA,NA,NA,NA,NA,NA
"863","IA",35000,67,2345000,1337000,1.06,2486000,2004,30.3906926752815,2.3368996804,1063674.24363485,"Iowa","Midwest",19,21798.9,8143.3,5280.1,16,0,35238.3,15983.8260552145
"864","IA",36000,50,1800000,990000,2.2,3960000,2015,22.6796213994638,4.850169148,816466.370380697,"Iowa","Midwest",19,3.2,4945.6,6004.2,3.3,0,10956.3,4969.69471877891
"865","IA",37000,48,1776000,746000,2.08,3694000,2016,21.7724365434853,4.5856144672,805580.152108955,"Iowa","Midwest",19,0,3160.6,1105.8,7,0,4273.4,1938.38188176937
"866","IA",37000,61,2257000,1196000,2.17,4898000,2012,27.6691381073459,4.7840304778,1023758.1099718,"Iowa","Midwest",19,168229.2,49328.3,59286.2,11,0,276854.7,125579.195573243
"867","IA",39000,48,1872000,1217000,2.45,4586000,2013,21.7724365434853,5.401324733,849125.025195925,"Iowa","Midwest",19,214836,70715.7,49952.7,25.5,0,335529.9,152193.822003999
"868","IA",40000,65,2600000,2028000,0.65,1690000,1999,29.483507819303,1.433004521,1179340.31277212,"Iowa","Midwest",19,0,65.5,0,0,0,65.5,29.7103040332976
"869","IA",50000,78,3900000,2301000,0.7,2730000,1998,35.3802093831636,1.543235638,1769010.46915818,"Iowa","Midwest",19,0,322.4,0,0,0,322.4,146.238198783743
"870","ID",110000,45,4950000,1535000,0.88,4356000,1996,20.4116592595174,1.9400676592,2245282.51854692,"Idaho","West",16,0,1107.7,0,0,0,1107.7,502.444332483721
"871","ID",120000,64,7680000,2304000,0.72,5530000,1997,29.0299153913137,1.5873280848,3483589.84695764,"Idaho","West",16,0,2210.1,0,0,0,2210.1,1002.4846250991
"872","ID",125000,48,6e+06,1020000,0.69,4140000,1995,21.7724365434853,1.5211894146,2721554.56793566,"Idaho","West",16,0,182.1,0,0,0,182.1,82.5991811368472
"873","ID",127000,59,7493000,1274000,0.52,3896000,1994,26.7619532513673,1.1464036168,3398768.06292365,"Idaho","West",16,0,52.7,0,0,0,52.7,23.9043209550349
"874","ID",133000,71,9443000,1700000,0.52,4910000,1993,32.2050623872386,1.1464036168,4283273.29750274,"Idaho","West",16,NA,NA,NA,NA,NA,NA,NA
"875","ID",135000,51,6885000,1308000,0.52,3580000,1992,23.1332138274531,1.1464036168,3122983.86670617,"Idaho","West",16,NA,NA,NA,NA,NA,NA,NA
"876","ID",140000,46,6440000,1739000,0.54,3478000,1991,20.8652516875067,1.1904960636,2921135.23625094,"Idaho","West",16,NA,NA,NA,NA,NA,NA,NA
"877","ID",1e+05,46,4600000,1380000,1.33,6118000,2003,20.8652516875067,2.9321477122,2086525.16875067,"Idaho","West",16,0,3601.3,575.4,27.1,0,4203.8,1906.81184878132
"878","ID",1e+05,46,4600000,1610000,0.67,3082000,2001,20.8652516875067,1.4770969678,2086525.16875067,"Idaho","West",16,0,2620.4,145.1,0,0,2765.5,1254.40985960434
"879","ID",1e+05,47,4700000,2679000,0.52,2444000,2000,21.318844115496,1.1464036168,2131884.4115496,"Idaho","West",16,0,4524.8,0,0,0,4524.8,2052.41501816588
"880","ID",1e+05,57,5700000,1653000,1.37,7809000,2002,25.8547683953887,3.0203326058,2585476.83953888,"Idaho","West",16,0,2132.6,1352.3,4.5,0,3489.4,1582.76541822578
"881","ID",1e+05,63,6300000,2520000,1.02,6426000,2004,28.5763229633244,2.2487147868,2857632.29633244,"Idaho","West",16,0.3,3398.2,973.4,133.9,60.7,4566.5,2071.32982241303
"882","ID",1e+05,34,3400000,850000,2.03,6902000,2014,15.4221425516354,4.4753833502,1542214.25516354,"Idaho","West",16,6741.1,30798.5,5683.5,40.1,31.2,43294.4,19638.0120143389
"883","ID",103000,46,4738000,1706000,1.52,7202000,2009,20.8652516875067,3.3510259568,2149120.92381319,"Idaho","West",16,2353.4,22734,3717.1,61.7,19.3,28885.5,13102.2440786842
"884","ID",120000,48,5760000,3110000,0.59,3398000,1999,21.7724365434853,1.3007271806,2612692.38521823,"Idaho","West",16,0,906.8,0,0,0,906.8,411.317613700676
"885","ID",120000,50,6e+06,2220000,0.65,3900000,1998,22.6796213994638,1.433004521,2721554.56793566,"Idaho","West",16,0,2116.3,0,0,0,2116.3,959.937655353706
"886","ID",83000,32,2656000,1036000,2.02,5365000,2013,14.5149576956568,4.4533371268,1204741.48873952,"Idaho","West",16,4217.4,27564.6,7735.4,44.4,19.4,39581.2,17953.7326107291
"887","ID",87000,36,3132000,1879000,1.78,5575000,2011,16.3293274076139,3.9242277652,1420651.48446241,"Idaho","West",16,1157.6,25864.1,4727,108.7,27.6,31885,14462.7945664381
"888","ID",89000,32,2848000,1082000,1.93,5497000,2015,14.5149576956568,4.2549211162,1291831.23491346,"Idaho","West",16,0.3,20995.8,178.2,53.3,3.2,21230.8,9630.13012015473
"889","ID",90000,40,3600000,1440000,1.46,5256000,2008,18.1436971195711,3.2187486164,1632932.74076139,"Idaho","West",16,470.2,15855.1,1813,76.1,15.6,18230,8268.98996224451
"890","ID",92000,32,2944000,530000,1.63,4799000,2012,14.5149576956568,3.5935344142,1335376.10800043,"Idaho","West",16,3325.7,34000,5972.2,87.5,4.9,43390.3,19681.5115281831
"891","ID",92000,41,3772000,1848000,1.15,4338000,2007,18.5972895475603,2.535315691,1710950.63837555,"Idaho","West",16,60.6,9556.5,1220.5,67.5,18.6,10923.7,4954.90760562646
"892","ID",95000,37,3515000,1793000,0.8,2812000,2005,16.7829198356032,1.763697872,1594377.38438231,"Idaho","West",16,99.1,3750.9,1607.9,117,23,5597.9,2539.16505264117
"893","ID",95000,44,4180000,1045000,1.79,7482000,2017,19.9580668315282,3.9462739886,1896016.34899518,"Idaho","West",16,NA,NA,NA,NA,NA,NA,NA
"894","ID",95000,44,4180000,2592000,0.97,4055000,2006,19.9580668315282,2.1384836698,1896016.34899518,"Idaho","West",16,1186.8,5475.7,1106.5,157.1,2.8,7928.9,3596.48900228417
"895","ID",97000,27,2619000,1179000,1.61,4217000,2010,12.2469955557105,3.5494419674,1187958.56890391,"Idaho","West",16,4288.3,19051.4,6740.8,143.4,36.7,30260.6,13725.9790264123
"896","ID",97000,34,3298000,1253000,1.82,6002000,2016,15.4221425516354,4.0124126588,1495947.82750863,"Idaho","West",16,1.1,16642.4,2278.5,115.6,0,19037.6,8635.31120708865
"897","IL",7000,69,483000,222000,1.27,613000,1997,31.2978775312601,2.7998703718,219085.14271882,"Illinois","Midwest",17,0,143.2,0,0,0,143.2,64.9544356880644
"898","IL",11000,74,814000,212000,1.13,920000,1995,33.5658396712064,2.4912232442,369224.236383271,"Illinois","Midwest",17,0,50,0,0,0,50,22.6796213994638
"899","IL",11000,74,814000,285000,1.35,1099000,1996,33.5658396712064,2.976240159,369224.236383271,"Illinois","Midwest",17,0,69.8,0,0,0,69.8,31.6607514736515
"900","IL",13000,80,1040000,468000,1.04,1082000,1994,36.2873942391421,2.2928072336,471736.125108847,"Illinois","Midwest",17,NA,NA,NA,NA,NA,NA,NA
"901","IL",15000,48,720000,252000,0.96,691000,1993,21.7724365434853,2.1164374464,326586.548152279,"Illinois","Midwest",17,NA,NA,NA,NA,NA,NA,NA
"902","IL",16000,53,848000,237000,0.88,746000,1992,24.0403986834316,1.9400676592,384646.378934906,"Illinois","Midwest",17,NA,NA,NA,NA,NA,NA,NA
"903","IL",21000,52,1092000,393000,0.79,863000,1991,23.5868062554424,1.7416516486,495322.93136429,"Illinois","Midwest",17,NA,NA,NA,NA,NA,NA,NA
"904","IL",10000,48,480000,77000,5.42,2602000,2016,21.7724365434853,11.9490530828,217724.365434853,"Illinois","Midwest",17,2.5,8139.3,2710.1,0,0,10851.9,4922.33966929683
"905","IL",10000,66,660000,356000,2.14,1412000,2006,29.9371002472922,4.7178918076,299371.002472922,"Illinois","Midwest",17,39370,2538.7,8750.8,74.9,64.3,50798.7,23041.9056716988
"906","IL",11000,46,506000,167000,4.76,2409000,2017,20.8652516875067,10.4940023384,229517.768562574,"Illinois","Midwest",17,NA,NA,NA,NA,NA,NA,NA
