"","state","numcol","yieldpercol","totalprod","stocks","priceperlb","prodvalue","year","yieldpercol_kg","price_per_kg","totalprod_kg","StateName","Region","FIPS","nCLOTHIANIDIN","nIMIDACLOPRID","nTHIAMETHOXAM","nACETAMIPRID","nTHIACLOPRID","nAllNeonic","nAllNeonic_kg"
"1201","MT",146000,70,10220000,3577000,1.46,14921000,2009,31.7514699592493,3.2187486164,4635714.61405041,"Montana","West",30,621.9,2619,2471.6,4.9,0,5717.4,2593.36934778589
"1202","MT",146000,83,12118000,3757000,1.94,23509000,2015,37.6481715231099,4.2769673396,5496633.04237405,"Montana","West",30,0,1130.6,36.6,0.7,0,1167.9,529.750596648676
"1203","MT",157000,74,11618000,2905000,1.58,18356000,2010,33.5658396712064,3.4833032972,5269836.82837941,"Montana","West",30,2595.9,5529.1,4624.7,6.4,0,12756.1,5786.07037067401
"1204","MT",159000,77,12243000,3183000,1.77,21670000,2016,34.9266169551743,3.9021815418,5553332.09587271,"Montana","West",30,0,172,137,0,0,309,140.160060248686
"1205","MT",159000,94,14946000,5231000,2.09,31237000,2013,42.637688230992,4.6076606906,6779392.42872772,"Montana","West",30,1438.8,18253.6,5728.2,5.1,0,25425.7,11532.9049963269
"1206","MT",162000,88,14256000,5132000,2.09,29795000,2014,39.9161336630563,4.6076606906,6466413.65341512,"Montana","West",30,2529.9,9591.7,5759.4,2.6,0,17883.6,8111.86554518902
"1207","NC",8000,58,464000,139000,1.19,552000,1997,26.308360823378,2.6235005846,210466.886587024,"North Carolina","South",37,0,8065.8,0,0,0,8065.8,3658.58580567591
"1208","NC",12000,44,528000,53000,1.04,549000,1996,19.9580668315282,2.2928072336,239496.801978338,"North Carolina","South",37,0,1881.2,0,0,0,1881.2,853.298075533427
"1209","NC",12000,52,624000,162000,0.84,524000,1995,23.5868062554424,1.8518827656,283041.675065308,"North Carolina","South",37,0,610.6,0,0,0,610.6,276.963536530252
"1210","NC",15000,45,675000,95000,0.79,533000,1992,20.4116592595174,1.7416516486,306174.888892762,"North Carolina","South",37,NA,NA,NA,NA,NA,NA,NA
"1211","NC",15000,53,795000,143000,0.9,716000,1993,24.0403986834316,1.984160106,360605.980251475,"North Carolina","South",37,NA,NA,NA,NA,NA,NA,NA
"1212","NC",15000,59,885000,266000,0.95,841000,1994,26.7619532513673,2.094391223,401429.29877051,"North Carolina","South",37,NA,NA,NA,NA,NA,NA,NA
"1213","NC",18000,58,1044000,167000,0.66,689000,1991,26.308360823378,1.4550507444,473550.494820805,"North Carolina","South",37,NA,NA,NA,NA,NA,NA,NA
"1214","NC",10000,38,380000,84000,3.67,1395000,2013,17.2365122635925,8.0909639878,172365.122635925,"North Carolina","South",37,14693.5,19714.7,12080,261.4,68.7,46818.3,21236.4263713303
"1215","NC",10000,44,440000,79000,1.92,845000,2003,19.9580668315282,4.2328748928,199580.668315282,"North Carolina","South",37,0,2504.1,1090.6,0,0,3594.7,1630.52870089305
"1216","NC",10000,50,5e+05,215000,1.57,785000,2006,22.6796213994638,3.4612570738,226796.213994638,"North Carolina","South",37,4395.6,7366,7042.1,565,440.6,19809.3,8985.34848376797
"1217","NC",10000,54,540000,146000,1.88,1015000,2005,24.4939911114209,4.1446899992,244939.911114209,"North Carolina","South",37,3804.9,6303.5,1130.8,81.7,199.4,11520.3,5225.52084816486
"1218","NC",11000,41,451000,99000,4.34,1957000,2017,18.5972895475603,9.5680609556,204570.185023164,"North Carolina","South",37,NA,NA,NA,NA,NA,NA,NA
"1219","NC",11000,45,495000,84000,2.57,1272000,2009,20.4116592595174,5.6658794138,224528.251854692,"North Carolina","South",37,8952.2,5843.9,12735.9,376.6,7.2,27915.8,12662.395501263
"1220","NC",11000,49,539000,243000,1.43,771000,2000,22.2260289714745,3.1526099462,244486.31868622,"North Carolina","South",37,0,2145.2,0,0,0,2145.2,973.046476522596
"1221","NC",12000,37,444000,89000,4.78,2122000,2016,16.7829198356032,10.5380947852,201395.038027239,"North Carolina","South",37,10668.5,24306.5,3115.5,728.4,0,38818.9,17607.9591028729
"1222","NC",12000,43,516000,88000,3.49,1801000,2014,19.5044744035389,7.6941319666,234053.692842467,"North Carolina","South",37,20227,27637,10012.9,320,238.7,58435.6,26505.9456850102
"1223","NC",12000,45,540000,103000,4.51,2435000,2015,20.4116592595174,9.9428467534,244939.911114209,"North Carolina","South",37,644.6,13326.1,4136,552.1,185.9,18844.7,8547.81322772952
"1224","NC",12000,45,540000,76000,2.49,1345000,2007,20.4116592595174,5.4895096266,244939.911114209,"North Carolina","South",37,8126.6,4319.2,6838.4,134.5,218.7,19637.4,8907.37594539662
"1225","NC",12000,52,624000,137000,2.18,1360000,2008,23.5868062554424,4.8060767012,283041.675065308,"North Carolina","South",37,4130.6,5478.6,15193.8,369.2,298.2,25470.4,11553.1805778581
"1226","NC",13000,39,507000,106000,3.76,1906000,2012,17.6901046915818,8.2893799984,229971.360990563,"North Carolina","South",37,23591.4,12598.5,12417.2,497.8,45.8,49150.7,22294.3853503725
"1227","NC",13000,44,572000,172000,1.48,847000,2001,19.9580668315282,3.2628410632,259454.868809866,"North Carolina","South",37,0,3898.4,0,0,0,3898.4,1768.2847212734
"1228","NC",13000,46,598000,144000,2.66,1591000,2010,20.8652516875067,5.8642954244,271248.271937587,"North Carolina","South",37,7108.9,7916.6,7038,742.9,121.1,22927.5,10399.7403927241
"1229","NC",14000,62,868000,95000,2.83,2456000,2011,28.1227305353351,6.2390812222,393718.227494692,"North Carolina","South",37,10678.5,13127.3,13596.8,110.7,170.4,37683.7,17093.0409786195
"1230","NC",16000,42,672000,74000,1.41,948000,2002,19.0508819755496,3.1085174994,304814.111608794,"North Carolina","South",37,0,3016.9,2331.3,0,0,5348.2,2425.90302337225
"1231","NC",8000,59,472000,151000,1.38,651000,1998,26.7619532513673,3.0423788292,214095.626010938,"North Carolina","South",37,0,6576.4,0,0,0,6576.4,2983.00524342868
"1232","NC",9000,40,360000,72000,1.93,695000,2004,18.1436971195711,4.2549211162,163293.274076139,"North Carolina","South",37,4368,5573.4,1280.5,53.1,28.3,11303.3,5127.09129129119
"1233","NC",9000,46,414000,104000,1.62,671000,1999,20.8652516875067,3.5714881908,187787.26518756,"North Carolina","South",37,0,3549.8,0,0,0,3549.8,1610.16240087633
"1234","ND",215000,103,22145000,3100000,0.54,11958000,1991,46.7200200828955,1.1904960636,10044804.3178225,"North Dakota","Midwest",38,NA,NA,NA,NA,NA,NA,NA
"1235","ND",220000,90,19800000,2772000,0.52,10296000,1993,40.8233185190349,1.1464036168,8981130.07418767,"North Dakota","Midwest",38,NA,NA,NA,NA,NA,NA,NA
"1236","ND",220000,108,23760000,3802000,0.67,15919000,1995,48.9879822228418,1.4770969678,10777356.0890252,"North Dakota","Midwest",38,NA,NA,NA,NA,NA,NA,NA
"1237","ND",230000,86,19780000,4945000,0.9,17802000,1996,39.0089488070778,1.984160106,8972058.22562789,"North Dakota","Midwest",38,NA,NA,NA,NA,NA,NA,NA
"1238","ND",235000,138,32430000,7459000,0.48,15566000,1994,62.5957550625201,1.0582187232,14710002.4396922,"North Dakota","Midwest",38,NA,NA,NA,NA,NA,NA,NA
"1239","ND",240000,91,21840000,2184000,0.53,11575000,1992,41.2769109470241,1.1684498402,9906458.6272858,"North Dakota","Midwest",38,NA,NA,NA,NA,NA,NA,NA
"1240","ND",245000,100,24500000,7350000,0.74,18130000,1997,45.3592427989276,1.6314205316,11113014.4857373,"North Dakota","Midwest",38,0,951,0,0,0,951,431.366399017802
"1241","ND",230000,128,29440000,8832000,0.63,18547000,1998,58.0598307826274,1.3889120742,13353761.0800043,"North Dakota","Midwest",38,0,2019.4,0,0,0,2019.4,915.984549081545
"1242","ND",255000,105,26775000,8836000,0.59,15797000,1999,47.627204938874,1.3007271806,12144937.2594129,"North Dakota","Midwest",38,0,7948.8,0,0,0,7948.8,3605.51549160116
"1243","ND",280000,96,26880000,9408000,0.69,18547000,2001,43.5448730869705,1.5211894146,12192564.4643517,"North Dakota","Midwest",38,0,3084.9,131.3,0,0,3216.2,1458.84396689911
"1244","ND",3e+05,115,34500000,13800000,0.57,19665000,2000,52.1631292187668,1.2566347338,15648938.76563,"North Dakota","Midwest",38,0,5383,0,0,0,5383,2441.68803986627
"1245","ND",320000,75,2.4e+07,8160000,1.46,35040000,2002,34.0194320991957,3.2187486164,10886218.2717426,"North Dakota","Midwest",38,0,3251.9,484.7,0,0,3736.6,1694.89346642473
"1246","ND",340000,87,29580000,6803000,1.36,40229000,2003,39.462541235067,2.9982863824,13417264.0199228,"North Dakota","Midwest",38,0,2593.3,424.3,0,0,3017.6,1368.76051070044
"1247","ND",350000,74,25900000,7770000,0.91,23569000,2006,33.5658396712064,2.0062063294,11748043.8849223,"North Dakota","Midwest",38,2362.6,7025.1,4886.4,0,0,14274.1,6474.62367636173
"1248","ND",370000,91,33670000,8418000,0.83,27946000,2005,41.2769109470241,1.8298365422,15272457.0503989,"North Dakota","Midwest",38,3687.3,3156.5,5942.6,0,0,12786.4,5799.81422124208
"1249","ND",390000,78,30420000,9126000,1.05,31941000,2004,35.3802093831636,2.314853457,13798281.6594338,"North Dakota","Midwest",38,738,10202.8,2253.4,0,0,13194.2,5984.78921337611
"1250","ND",4e+05,90,3.6e+07,8640000,1.36,48960000,2008,40.8233185190349,2.9982863824,16329327.4076139,"North Dakota","Midwest",38,8445.2,9953,22254.7,0,0,40652.9,18439.8476158053
"1251","ND",420000,74,31080000,9013000,0.96,29837000,2007,33.5658396712064,2.1164374464,14097652.6619067,"North Dakota","Midwest",38,4917.7,6865.7,10283.6,0,0,22067,10009.4241084394
"1252","ND",450000,77,34650000,7623000,1.38,47817000,2009,34.9266169551743,3.0423788292,15716977.6298284,"North Dakota","Midwest",38,16750.7,17809.8,22704.7,0,0,57265.2,25975.0611072915
"1253","ND",455000,74,33670000,4377000,1.89,63636000,2017,33.5658396712064,4.1667362226,15272457.0503989,"North Dakota","Midwest",38,NA,NA,NA,NA,NA,NA,NA
"1254","ND",460000,71,32660000,7512000,1.67,54542000,2011,32.2050623872386,3.6817193078,14814328.6981298,"North Dakota","Midwest",38,21339.7,13844.6,17261.4,0,0,52445.7,23788.9724005972
"1255","ND",480000,69,33120000,5962000,1.92,63590000,2012,31.2978775312601,4.2328748928,15022981.2150048,"North Dakota","Midwest",38,47176.9,25924.6,23480.2,0,0,96581.7,43808.7278023319
"1256","ND",480000,69,33120000,6955000,2.04,67565000,2013,31.2978775312601,4.4974295736,15022981.2150048,"North Dakota","Midwest",38,78412.3,42333.5,22190.4,0,0,142936.2,64834.7780055608
"1257","ND",485000,78,37830000,6809000,1.85,69986000,2016,35.3802093831636,4.078551329,17159401.5508343,"North Dakota","Midwest",38,546.6,2346.7,1684.6,0,0,4577.9,2076.50077609211
"1258","ND",490000,74,36260000,9428000,1.8,65268000,2015,33.5658396712064,3.968320212,16447261.4388912,"North Dakota","Midwest",38,119,12808.6,3281.1,0,0,16208.7,7352.14358754978
"1259","ND",490000,86,42140000,9271000,1.99,83859000,2014,39.0089488070778,4.3871984566,19114384.9154681,"North Dakota","Midwest",38,49015.4,33305.4,41192.1,0,0,123512.9,56024.5161989967
"1260","ND",510000,91,46410000,12995000,1.5,69615000,2010,41.2769109470241,3.30693351,21051224.5829823,"North Dakota","Midwest",38,15085.3,28013.3,17703.9,0,0,60802.5,27579.553602818
"1261","NE",60000,73,4380000,1402000,0.73,3197000,1995,33.1122472432172,1.6093743082,1986734.83459303,"Nebraska","Midwest",31,0,30.1,0,0,0,30.1,13.6531320824772
"1262","NE",61000,67,4087000,2738000,0.77,3147000,1997,30.3906926752815,1.6975592018,1853832.25319217,"Nebraska","Midwest",31,0,539.3,0,0,0,539.3,244.622396414617
"1263","NE",65000,75,4875000,1755000,0.92,4485000,1996,34.0194320991957,2.0282525528,2211263.08644772,"Nebraska","Midwest",31,0,1.9,0,0,0,1.9,0.861825613179625
"1264","NE",72000,55,3960000,1465000,0.56,2218000,1994,24.9475835394102,1.2345885104,1796226.01483753,"Nebraska","Midwest",31,NA,NA,NA,NA,NA,NA,NA
"1265","NE",83000,70,5810000,930000,0.53,3079000,1993,31.7514699592493,1.1684498402,2635372.0066177,"Nebraska","Midwest",31,NA,NA,NA,NA,NA,NA,NA
"1266","NE",96000,75,7200000,792000,0.53,3816000,1992,34.0194320991957,1.1684498402,3265865.48152279,"Nebraska","Midwest",31,NA,NA,NA,NA,NA,NA,NA
"1267","NE",108000,67,7236000,1302000,0.53,3835000,1991,30.3906926752815,1.1684498402,3282194.8089304,"Nebraska","Midwest",31,NA,NA,NA,NA,NA,NA,NA
"1268","NE",36000,67,2412000,1254000,1.45,3497000,2008,30.3906926752815,3.196702393,1094064.93631013,"Nebraska","Midwest",31,52254.1,9830.7,19963,0,0,82047.8,37216.2608131785
"1269","NE",40000,68,2720000,2530000,0.87,2366000,2005,30.8442851032708,1.9180214358,1233771.40413083,"Nebraska","Midwest",31,36206.1,7809.4,8869.2,0,0,52884.7,23988.0994764845
"1270","NE",41000,55,2255000,902000,1.51,3405000,2010,24.9475835394102,3.3289797334,1022850.92511582,"Nebraska","Midwest",31,27720.9,32164.3,40789.9,0,0,100675.1,45665.4630470632
"1271","NE",41000,59,2419000,653000,1.75,4233000,2011,26.7619532513673,3.858089095,1097240.08330606,"Nebraska","Midwest",31,74180.9,27016.1,37316.3,0,0,138513.3,62828.584055807
"1272","NE",42000,63,2646000,423000,1.99,5266000,2017,28.5763229633244,4.3871984566,1200205.56445963,"Nebraska","Midwest",31,NA,NA,NA,NA,NA,NA,NA
"1273","NE",43000,48,2064000,1115000,0.72,1486000,2001,21.7724365434853,1.5873280848,936214.771369866,"Nebraska","Midwest",31,0,1552.8,22.9,0,0,1575.7,714.725588782703
"1274","NE",43000,65,2795000,1146000,1.93,5394000,2012,29.483507819303,4.2549211162,1267790.83623003,"Nebraska","Midwest",31,115264.2,24340.8,47666.3,0,0,187271.3,84944.8436597082
"1275","NE",43000,75,3225000,1161000,1.49,4805000,2002,34.0194320991957,3.2848872866,1462835.58026542,"Nebraska","Midwest",31,0,363.3,306,0,0,669.3,303.589412053223
"1276","NE",45000,49,2205000,1477000,1.03,2271000,2007,22.2260289714745,2.2707610102,1000171.30371635,"Nebraska","Midwest",31,31003.7,3883.7,14695.1,0,0,49582.5,22490.2465607783
"1277","NE",45000,74,3330000,1299000,1.38,4595000,2003,33.5658396712064,3.0423788292,1510462.78520429,"Nebraska","Midwest",31,0,135.7,409.1,0,0,544.8,247.117154768558
"1278","NE",46000,60,2760000,1628000,2.07,5713000,2013,27.2155456793566,4.5635682438,1251915.1012504,"Nebraska","Midwest",31,134722.1,18239.1,49819.9,0,0,202781.1,91979.9714993362
"1279","NE",47000,73,3431000,3843000,0.93,3191000,2006,33.1122472432172,2.0502987762,1556275.62043121,"Nebraska","Midwest",31,22747.7,2761.9,8988.5,0,0,34498.1,15648.0769400169
"1280","NE",48000,46,2208000,640000,1.91,4217000,2016,20.8652516875067,4.2108286694,1001532.08100032,"Nebraska","Midwest",31,0,2165.9,1421.9,0,0,3587.8,1627.39891313993
"1281","NE",48000,56,2688000,1102000,1.46,3924000,2009,25.4011759673995,3.2187486164,1219256.44643517,"Nebraska","Midwest",31,52856.2,9245.6,34858.3,0,0,96960.1,43980.367177083
"1282","NE",50000,75,3750000,1688000,2.04,7650000,2014,34.0194320991957,4.4974295736,1700971.60495979,"Nebraska","Midwest",31,135037.2,39838.2,51112.9,1,0,225989.3,102507.035286597
"1283","NE",50000,87,4350000,2610000,0.59,2567000,2000,39.462541235067,1.3007271806,1973127.06175335,"Nebraska","Midwest",31,0,2204.3,0,0,0,2204.3,999.853789016762
"1284","NE",51000,89,4539000,2043000,1.01,4584000,2004,40.3697260910456,2.2266685634,2058856.03064333,"Nebraska","Midwest",31,31677,7570.2,4571.1,0,0,43818.3,19875.6490873625
"1285","NE",57000,48,2736000,1450000,2.04,5581000,2015,21.7724365434853,4.4974295736,1241028.88297866,"Nebraska","Midwest",31,0,5562.7,574.6,0.5,0,6137.8,2784.05960451258
"1286","NE",58000,77,4466000,1965000,0.61,2724000,1999,34.9266169551743,1.3448196274,2025743.78340011,"Nebraska","Midwest",31,0,396.8,0,0,0,396.8,179.985475426145
"1287","NE",64000,70,4480000,2240000,0.86,3853000,1998,31.7514699592493,1.8959752124,2032094.07739196,"Nebraska","Midwest",31,0,591.3,0,0,0,591.3,268.209202670059
"1288","NJ",5000,45,225000,119000,0.82,185000,1996,20.4116592595174,1.8077903188,102058.296297587,"New Jersey","Northeast",34,0,400.7,0,0,0,400.7,181.754485895303
"1289","NJ",8000,22,176000,48000,0.91,160000,1992,9.97903341576408,2.0062063294,79832.2673261126,"New Jersey","Northeast",34,NA,NA,NA,NA,NA,NA,NA
"1290","NJ",8000,34,272000,57000,0.77,209000,1995,15.4221425516354,1.6975592018,123377.140413083,"New Jersey","Northeast",34,0,378.4,0,0,0,378.4,171.639374751142
"1291","NJ",9000,28,252000,116000,0.87,219000,1993,12.7005879836997,1.9180214358,114305.291853298,"New Jersey","Northeast",34,NA,NA,NA,NA,NA,NA,NA
"1292","NJ",9000,33,297000,107000,0.63,187000,1994,14.9685501236461,1.3889120742,134716.951112815,"New Jersey","Northeast",34,NA,NA,NA,NA,NA,NA,NA
"1293","NJ",10000,49,490000,201000,1.04,510000,1997,22.2260289714745,2.2928072336,222260.289714745,"New Jersey","Northeast",34,0,179.6,0,0,0,179.6,81.465200066874
"1294","NJ",11000,31,341000,130000,0.92,314000,1991,14.0613652676676,2.0282525528,154675.017944343,"New Jersey","Northeast",34,NA,NA,NA,NA,NA,NA,NA
"1295","NJ",10000,19,190000,101000,1.6,304000,2003,8.61825613179625,3.527395744,86182.5613179625,"New Jersey","Northeast",34,0,455.1,129.3,0,0,584.4,265.079414916933
"1296","NJ",10000,44,440000,154000,0.57,251000,1999,19.9580668315282,1.2566347338,199580.668315282,"New Jersey","Northeast",34,0,581.2,0,0,0,581.2,263.627919147367
"1297","NJ",11000,32,352000,70000,2.36,831000,2009,14.5149576956568,5.2029087224,159664.534652225,"New Jersey","Northeast",34,799.7,627.9,373.2,493.3,74.4,2368.5,1074.3336656926
"1298","NJ",11000,34,374000,71000,0.85,318000,2001,15.4221425516354,1.873928989,169643.568067989,"New Jersey","Northeast",34,0,570.5,3.6,0,0,574.1,260.407412908644
"1299","NJ",11000,35,385000,2e+05,0.61,235000,2000,15.8757349796247,1.3448196274,174633.084775871,"New Jersey","Northeast",34,0,935.8,0,0,0,935.8,424.471794112365
"1300","NJ",11000,40,440000,92000,1,440000,2002,18.1436971195711,2.20462234,199580.668315282,"New Jersey","Northeast",34,0,1761.2,48.9,0,0,1810.1,821.047653903389
"1301","NJ",11000,41,451000,135000,3.7,1669000,2011,18.5972895475603,8.157102658,204570.185023164,"New Jersey","Northeast",34,328.3,1257.1,342,630.8,171.6,2729.8,1238.21660992513
"1302","NJ",11000,44,484000,34000,4.19,2028000,2013,19.9580668315282,9.2373676046,219538.73514681,"New Jersey","Northeast",34,1716.7,874.5,1156.3,195.9,82.6,4026,1826.16311508483
"1303","NJ",11000,49,539000,167000,0.76,410000,1998,22.2260289714745,1.6755129784,244486.31868622,"New Jersey","Northeast",34,0,328.8,0,0,0,328.8,149.141190322874
"1304","NJ",12000,27,324000,198000,7.09,2297000,2016,12.2469955557105,15.6307723906,146963.946668526,"New Jersey","Northeast",34,55.9,409.2,80.6,696,71.3,1313,595.56685794992
"1305","NJ",12000,27,324000,207000,4.2,1361000,2015,12.2469955557105,9.259413828,146963.946668526,"New Jersey","Northeast",34,21.7,580.4,30.5,1015.2,215.4,1863.2,845.13341182962
"1306","NJ",12000,27,324000,45000,1.4,454000,2004,12.2469955557105,3.086471276,146963.946668526,"New Jersey","Northeast",34,326.5,492.1,248.4,5,0,1072,486.251082804504
"1307","NJ",12000,30,360000,119000,3.13,1127000,2014,13.6077728396783,6.9004679242,163293.274076139,"New Jersey","Northeast",34,1988.4,1220.4,235.7,875.7,139.2,4459.4,2022.75007337538
"1308","NJ",12000,32,384000,104000,1.2,461000,2005,14.5149576956568,2.645546808,174179.492347882,"New Jersey","Northeast",34,795.7,707.7,91.4,105.2,29.6,1729.6,784.533463450252
"1309","NJ",13000,28,364000,167000,7.86,2861000,2017,12.7005879836997,17.3283315924,165107.643788097,"New Jersey","Northeast",34,NA,NA,NA,NA,NA,NA,NA
"1310","NJ",13000,35,455000,73000,1.9,865000,2010,15.8757349796247,4.188782446,206384.554735121,"New Jersey","Northeast",34,574.5,896.4,667.8,204.4,44.4,2387.5,1082.9519218244
"1311","NJ",14000,33,462000,51000,1.97,910000,2012,14.9685501236461,4.3431060098,209559.701731046,"New Jersey","Northeast",34,1433.6,1333.7,842.1,1029.7,64.7,4703.8,2133.60806277596
"1312","NJ",9000,36,324000,152000,1.14,369000,2006,16.3293274076139,2.5132694676,146963.946668526,"New Jersey","Northeast",34,523.9,383.7,302.5,34.4,46.8,1291.3,585.723902262553
"1313","NJ",9000,40,360000,122000,1.62,583000,2008,18.1436971195711,3.5714881908,163293.274076139,"New Jersey","Northeast",34,542.2,448.8,147.2,467.5,32.7,1638.4,743.16583401763
"1314","NJ",9000,57,513000,185000,1.96,1005000,2007,25.8547683953887,4.3210597864,232692.915558499,"New Jersey","Northeast",34,488.8,584.8,194.8,26.5,9.2,1304.1,591.529885340815
"1315","NM",15000,60,9e+05,396000,0.87,783000,1997,27.2155456793566,1.9180214358,408233.185190349,"New Mexico","West",35,0,1823.6,0,0,0,1823.6,827.171151681244
"1316","NM",15000,77,1155000,219000,0.91,1051000,1996,34.9266169551743,2.0062063294,523899.254327614,"New Mexico","West",35,0,1547.7,0,0,0,1547.7,702.025000799003
"1317","NM",18000,64,1152000,541000,0.68,783000,1993,29.0299153913137,1.4991431912,522538.477043646,"New Mexico","West",35,NA,NA,NA,NA,NA,NA,NA
"1318","NM",18000,68,1224000,502000,0.61,747000,1992,30.8442851032708,1.3448196274,555197.131858874,"New Mexico","West",35,NA,NA,NA,NA,NA,NA,NA
"1319","NM",19000,64,1216000,730000,0.47,572000,1994,29.0299153913137,1.0361724998,551568.39243496,"New Mexico","West",35,NA,NA,NA,NA,NA,NA,NA
"1320","NM",19000,65,1235000,247000,0.83,1025000,1995,29.483507819303,1.8298365422,560186.648566756,"New Mexico","West",35,0,111.2,0,0,0,111.2,50.4394779924075
"1321","NM",20000,77,1540000,447000,0.56,862000,1991,34.9266169551743,1.2345885104,698532.339103486,"New Mexico","West",35,NA,NA,NA,NA,NA,NA,NA
"1322","NM",10000,70,7e+05,350000,0.66,462000,2001,31.7514699592493,1.4550507444,317514.699592493,"New Mexico","West",35,0,426.2,0.6,0,0,426.8,193.593248265823
"1323","NM",11000,44,484000,252000,1.1,532000,2002,19.9580668315282,2.425084574,219538.73514681,"New Mexico","West",35,0,629.1,93.2,40.9,0,763.2,346.181741041416
"1324","NM",14000,55,770000,470000,0.76,585000,1998,24.9475835394102,1.6755129784,349266.169551743,"New Mexico","West",35,0,443.9,0,0,0,443.9,201.34967878444
"1325","NM",15000,52,780000,476000,0.77,601000,1999,23.5868062554424,1.6975592018,353802.093831636,"New Mexico","West",35,0,385.7,0,0,0,385.7,174.950599475464
"1326","NM",15000,64,960000,739000,0.72,691000,2000,29.0299153913137,1.5873280848,435448.730869705,"New Mexico","West",35,0,735.3,0,0,0,735.3,333.526512300515
"1327","NM",5000,52,260000,99000,3.39,881000,2012,23.5868062554424,7.4736697326,117934.031277212,"New Mexico","West",35,2160.8,1612.1,715.7,6.7,0,4495.3,2039.03404154019
"1328","NM",6000,41,246000,108000,1.2,295000,2003,18.5972895475603,2.645546808,111583.737285362,"New Mexico","West",35,0,722.6,62,22.9,0,807.5,366.275885601341
"1329","NM",6000,48,288000,95000,1.48,426000,2008,21.7724365434853,3.2628410632,130634.619260912,"New Mexico","West",35,876.2,3192.4,307.6,42.6,0,4418.8,2004.33422079901
"1330","NM",6000,59,354000,138000,1.42,503000,2007,26.7619532513673,3.1305637228,160571.719508204,"New Mexico","West",35,478.1,3233.7,270.8,46.3,0,4028.9,1827.478533126
"1331","NM",7000,48,336000,104000,1.19,4e+05,2006,21.7724365434853,2.6235005846,152407.055804397,"New Mexico","West",35,222.6,3587.4,227.6,58.4,0,4096,1857.91458504408
"1332","NM",7000,49,343000,113000,1.03,353000,2005,22.2260289714745,2.2707610102,155582.202800322,"New Mexico","West",35,682.3,3013,642.8,100.9,0,4439,2013.4967878444
"1333","NM",7000,56,392000,153000,1.69,662000,2011,25.4011759673995,3.7258117546,177808.231771796,"New Mexico","West",35,779.5,4876.6,975.6,23.7,0,6655.4,3018.83904523983
"1334","NM",7000,60,420000,143000,1.59,668000,2009,27.2155456793566,3.5053495206,190508.819755496,"New Mexico","West",35,661.2,2559.8,693.1,23.7,0,3937.8,1786.15626293617
"1335","NM",7000,66,462000,157000,1.58,730000,2010,29.9371002472922,3.4833032972,209559.701731046,"New Mexico","West",35,1111.4,2061.3,546.2,80.9,0,3799.8,1723.56050787365
"1336","NM",8000,44,352000,127000,1.19,419000,2004,19.9580668315282,2.6235005846,159664.534652225,"New Mexico","West",35,157.9,3143.2,255.7,134,0,3690.8,1674.11893322282
"1337","NV",10000,29,290000,38000,0.9,261000,1995,13.154180411689,1.984160106,131541.80411689,"Nevada","West",32,0,44.4,0,0,0,44.4,20.1395038027239
"1338","NV",14000,52,728000,328000,0.95,692000,1993,23.5868062554424,2.094391223,330215.287576193,"Nevada","West",32,NA,NA,NA,NA,NA,NA,NA
"1339","NV",14000,54,756000,174000,1.08,816000,1994,24.4939911114209,2.3809921272,342915.875559893,"Nevada","West",32,0,0.3,0,0,0,0.3,0.136077728396783
"1340","NV",14000,61,854000,68000,1.05,897000,1996,27.6691381073459,2.314853457,387367.933502842,"Nevada","West",32,0,62.4,0,0,0,62.4,28.3041675065308
"1341","NV",14000,61,854000,171000,1.14,974000,1997,27.6691381073459,2.5132694676,387367.933502842,"Nevada","West",32,0,83.7,0,0,0,83.7,37.9656862227024
"1342","NV",15000,54,810000,275000,0.78,632000,1991,24.4939911114209,1.7196054252,367409.866671314,"Nevada","West",32,NA,NA,NA,NA,NA,NA,NA
"1343","NV",15000,65,975000,341000,0.85,829000,1992,29.483507819303,1.873928989,442252.617289544,"Nevada","West",32,NA,NA,NA,NA,NA,NA,NA
"1344","NV",10000,28,280000,67000,2.99,837000,2007,12.7005879836997,6.5918207966,127005.879836997,"Nevada","West",32,1.1,91,25.5,2.6,0,120.2,54.521809844311
"1345","NV",10000,29,290000,52000,1.42,412000,2008,13.154180411689,3.1305637228,131541.80411689,"Nevada","West",32,5.3,293.3,31.6,2.9,0,333.1,151.091637763228
"1346","NV",10000,35,350000,95000,1.45,508000,2000,15.8757349796247,3.196702393,158757.349796247,"Nevada","West",32,0,170.2,0,0,0,170.2,77.2014312437748
"1347","NV",10000,46,460000,175000,1.65,759000,1998,20.8652516875067,3.637626861,208652.516875067,"Nevada","West",32,0,274.4,0,0,0,274.4,124.465762240257
"1348","NV",12000,46,552000,442000,3.11,1717000,2005,20.8652516875067,6.8563754774,250383.020250081,"Nevada","West",32,1.1,141.7,54.5,2.5,0,199.8,90.6277671122574
"1349","NV",14000,55,770000,316000,1.78,1371000,2004,24.9475835394102,3.9242277652,349266.169551743,"Nevada","West",32,7.4,286.4,12.6,2,0,308.4,139.887904791893
"1350","NV",6000,64,384000,46000,2.04,783000,2003,29.0299153913137,4.4974295736,174179.492347882,"Nevada","West",32,0,192.6,30.4,0.3,0,223.3,101.287189170005
"1351","NV",9000,37,333000,50000,3.62,1205000,2006,16.7829198356032,7.9807328708,151046.278520429,"Nevada","West",32,20.5,35.7,70.9,1.2,0,128.3,58.1959085110242
